#mH    mA      mC       tb     cba       m122    wh          wH         wA          wC           N    SigmaxBR[fb]     DIRECTORY
575.09  1116.2776  1116.2776  1.5  0  152643.92681538465  0.00435055814  8.34503947  196.542897  196.572495  2  0.005133964276072065  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_575.09_mA_1116.2776_mC_1116.2776_tb_1.5_cba_0_m122_152643.92681538465
625.09  1116.2776  1116.2776  1.5  0  180340.38835384618  0.00435061402  9.93101668  163.502663  163.472092  2  0.004495106484922302  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_625.09_mA_1116.2776_mC_1116.2776_tb_1.5_cba_0_m122_180340.38835384618
675.09  1116.2776  1116.2776  1.5  0  210344.54220000003  0.00435067469  11.4228795  132.669804  132.562591  2  0.00400129885482732  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_675.09_mA_1116.2776_mC_1116.2776_tb_1.5_cba_0_m122_210344.54220000003
725.09  1116.2776  1116.2776  1.5  0  242656.3883538462  0.00435074018  12.8360331  104.800375  104.597029  2  0.003558530867614078  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_725.09_mA_1116.2776_mC_1116.2776_tb_1.5_cba_0_m122_242656.3883538462
775.09  1116.2776  1116.2776  1.5  0  277275.92681538465  0.00435081055  14.1833422  80.54196  80.2194772  2  0.0031012235518201336  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_775.09_mA_1116.2776_mC_1116.2776_tb_1.5_cba_0_m122_277275.92681538465
825.09  1116.2776  1116.2776  1.5  0  314203.15758461546  0.00435088581  15.4752767  60.3971566  59.9282648  2  0.002571518715306709  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_825.09_mA_1116.2776_mC_1116.2776_tb_1.5_cba_0_m122_314203.15758461546
875.09  1116.2776  1116.2776  1.5  0  353438.0806615385  0.00435096601  16.7202995  44.6853324  44.0370585  2  0.0019208738514227429  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_875.09_mA_1116.2776_mC_1116.2776_tb_1.5_cba_0_m122_353438.0806615385
925.09  1116.2776  1116.2776  1.5  0  394980.6960461539  0.0043510512  17.9252591  33.5046296  32.6348976  2  0.0011502697401272932  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_925.09_mA_1116.2776_mC_1116.2776_tb_1.5_cba_0_m122_394980.6960461539
975.09  1116.2776  1116.2776  1.5  0  438831.0037384616  0.00435114143  19.095725  26.7042323  25.550255  2  0.00040222138713583703  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_975.09_mA_1116.2776_mC_1116.2776_tb_1.5_cba_0_m122_438831.0037384616
1025.09  1116.2776  1116.2776  1.5  0  484989.00373846164  0.00435123673  20.2362565  24.0193723  22.3670884  2  2.006356833394068e-06  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_1025.09_mA_1116.2776_mC_1116.2776_tb_1.5_cba_0_m122_484989.00373846164
125.09  1166.2776  1166.2776  1.5  0  7221.926815384616  0.00435026633  0.00679846741  518.32524  518.555964  2  1.4740751262659442  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_125.09_mA_1166.2776_mC_1166.2776_tb_1.5_cba_0_m122_7221.926815384616
175.09  1166.2776  1166.2776  1.5  0  14149.157584615386  0.00435027898  0.0092085955  501.678161  501.907815  2  1.4298449279652987  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_175.09_mA_1166.2776_mC_1166.2776_tb_1.5_cba_0_m122_14149.157584615386
225.09  1166.2776  1166.2776  1.5  0  23384.08066153846  0.00435029584  0.011739868  480.066438  480.293842  2  1.3714332591252703  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_225.09_mA_1166.2776_mC_1166.2776_tb_1.5_cba_0_m122_23384.08066153846
275.09  1166.2776  1166.2776  1.5  0  34926.696046153855  0.00435031693  0.0146252082  453.973886  454.197153  2  1.2922728997172643  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_275.09_mA_1166.2776_mC_1166.2776_tb_1.5_cba_0_m122_34926.696046153855
325.09  1166.2776  1166.2776  1.5  0  48777.00373846155  0.00435034227  0.019901618  423.987757  424.204116  2  1.0843791862021084  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_325.09_mA_1166.2776_mC_1166.2776_tb_1.5_cba_0_m122_48777.00373846155
375.09  1166.2776  1166.2776  1.5  0  64935.00373846156  0.00435037186  0.931634872  390.787105  390.992719  2  0.0259192522886522  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_375.09_mA_1166.2776_mC_1166.2776_tb_1.5_cba_0_m122_64935.00373846156
425.09  1166.2776  1166.2776  1.5  0  83400.69604615387  0.00435040571  2.88380354  355.128825  355.318607  2  0.009221343716103543  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_425.09_mA_1166.2776_mC_1166.2776_tb_1.5_cba_0_m122_83400.69604615387
475.09  1166.2776  1166.2776  1.5  0  104174.08066153848  0.00435044386  4.82527242  317.831364  317.998795  2  0.0059893644209623904  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_475.09_mA_1166.2776_mC_1166.2776_tb_1.5_cba_0_m122_104174.08066153848
525.09  1166.2776  1166.2776  1.5  0  127255.1575846154  0.00435048631  6.64787307  279.756119  279.893052  2  0.004669411558426227  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_525.09_mA_1166.2776_mC_1166.2776_tb_1.5_cba_0_m122_127255.1575846154
575.09  1166.2776  1166.2776  1.5  0  152643.92681538465  0.00435053308  8.34503947  241.786505  241.882967  2  0.0039508401571464995  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_575.09_mA_1166.2776_mC_1166.2776_tb_1.5_cba_0_m122_152643.92681538465
625.09  1166.2776  1166.2776  1.5  0  180340.38835384618  0.00435058421  9.93101668  204.80471  204.84869  2  0.0034852168608316284  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_625.09_mA_1166.2776_mC_1166.2776_tb_1.5_cba_0_m122_180340.38835384618
675.09  1166.2776  1166.2776  1.5  0  210344.54220000003  0.00435063971  11.4228795  169.666148  169.64336  2  0.003138607790573799  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_675.09_mA_1166.2776_mC_1166.2776_tb_1.5_cba_0_m122_210344.54220000003
725.09  1166.2776  1166.2776  1.5  0  242656.3883538462  0.00435069961  12.8360331  137.171614  137.065232  2  0.0028442151071179527  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_725.09_mA_1166.2776_mC_1166.2776_tb_1.5_cba_0_m122_242656.3883538462
775.09  1166.2776  1166.2776  1.5  0  277275.92681538465  0.00435076395  14.1833422  108.037193  107.827509  2  0.002558841261283624  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_775.09_mA_1166.2776_mC_1166.2776_tb_1.5_cba_0_m122_277275.92681538465
825.09  1166.2776  1166.2776  1.5  0  314203.15758461546  0.00435083276  15.4752767  82.8619807  82.5259437  2  0.0022459465370225826  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_825.09_mA_1166.2776_mC_1166.2776_tb_1.5_cba_0_m122_314203.15758461546
875.09  1166.2776  1166.2776  1.5  0  353438.0806615385  0.00435090606  16.7202995  62.0938331  61.6043105  2  0.0018689705302600422  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_875.09_mA_1166.2776_mC_1166.2776_tb_1.5_cba_0_m122_353438.0806615385
925.09  1166.2776  1166.2776  1.5  0  394980.6960461539  0.00435098391  17.9252591  45.9936957  45.3180643  2  0.0013964102339930984  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_925.09_mA_1166.2776_mC_1166.2776_tb_1.5_cba_0_m122_394980.6960461539
975.09  1166.2776  1166.2776  1.5  0  438831.0037384616  0.00435106632  19.095725  34.6005222  33.6972842  2  0.0008337531018526243  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_975.09_mA_1166.2776_mC_1166.2776_tb_1.5_cba_0_m122_438831.0037384616
1025.09  1166.2776  1166.2776  1.5  0  484989.00373846164  0.00435115336  20.2362565  27.7068128  26.5139803  2  0.00029009737515527735  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_1025.09_mA_1166.2776_mC_1166.2776_tb_1.5_cba_0_m122_484989.00373846164
1075.09  1166.2776  1166.2776  1.5  0  533454.696046154  0.00435124505  21.3506133  24.9978428  23.3018619  2  1.4413633807027155e-06  /Volumes/LaCie/Signal/14TeV/A_HZ_bbll/tb_1.5/mH_1075.09_mA_1166.2776_mC_1166.2776_tb_1.5_cba_0_m122_533454.696046154
